2017_08_16_02_02_29 | machine_model_entrance.py | INFO | sys.argv:	['C:\\Users\\Public\\newest_machine_program\\machine_model_entrance.py']
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW20/6054_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	https://dcg-oss.intel.com/test_report/report_case/6054/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW18/5945_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/5945/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW17/5917_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/5917/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW16/5885_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/5885/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW15/5846_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/5846/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW14/5825_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/5825/Gold/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW13/5774_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/5774/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW12/5736_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/5736/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | The data crawling failed for the 13th url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW12/5736_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW11/5691_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/5691/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW10/5658_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/5658/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | The data crawling failed for the 15th url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW10/5658_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW09/5631_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/5631/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW08/5562_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/5562/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | The data crawling failed for the 17th url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW08/5562_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW07/5496_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/5496/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW06/5419_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/5419/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW04/5305_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/5305/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | The data crawling failed for the 20th url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW04/5305_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW03/5248_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/5248/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | The data crawling failed for the 21th url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW03/5248_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW02/5209_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/5209/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW01/5165_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/5165/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW53/5107_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/5107/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW52/5037_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/5037/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW51/4929_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/4929/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW50/4871_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/4871/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW49/4787_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/4787/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | The data crawling failed for the 28th url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW49/4787_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW48/4723_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/4723/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | The data crawling failed for the 29th url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW48/4723_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW47/4702_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/4702/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | The data crawling failed for the 30th url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW47/4702_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW46/4629_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/4629/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW45/4598_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/4598/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW44/4432_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/4432/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW43/4146_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/4146/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW42/4112_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/4112/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW40/4064_Silver.html ]
2017_08_16_02_02_29 | extract_data.py | INFO | page_url:	http://dcg-oss.intel.com/test_report/report_case/4064/BKC/Purley_FPGA
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting [ SW_Original Configuration ] data.........
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW31/6464_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW30/6421_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW27/6353_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW25/6236_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW23/6131_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW20/6054_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW18/5945_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW17/5917_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW16/5885_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW15/5846_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW14/5825_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW13/5774_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW12/5736_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW11/5691_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW10/5658_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW09/5631_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW08/5562_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW07/5496_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW06/5419_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW04/5305_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW03/5248_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW02/5209_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW01/5165_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW53/5107_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW52/5037_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW51/4929_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW50/4871_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW49/4787_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW48/4723_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW47/4702_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW46/4629_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW45/4598_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW44/4432_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW43/4146_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW42/4112_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW40/4064_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting [ IFWI_Original Configuration ] data.........
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW31/6464_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW30/6421_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW27/6353_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW25/6236_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW23/6131_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW20/6054_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW18/5945_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW17/5917_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW16/5885_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW15/5846_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW14/5825_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW13/5774_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW12/5736_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW11/5691_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW10/5658_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW09/5631_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW08/5562_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW07/5496_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW06/5419_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW04/5305_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW03/5248_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW02/5209_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW01/5165_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW53/5107_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW52/5037_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW51/4929_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW50/4871_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW49/4787_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW48/4723_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW47/4702_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW46/4629_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW45/4598_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW44/4432_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW43/4146_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW42/4112_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2016%20WW40/4064_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting [ CaseResult ] data.........
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW31/6464_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW30/6421_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW27/6353_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW25/6236_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW23/6131_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW20/6054_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW18/5945_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW17/5917_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW16/5885_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW15/5846_Silver.html ]
2017_08_16_02_02_29 | insert_excel.py | INFO | Start inserting the corresponding data for url [ https://dcg-oss.intel.com/ossreport/auto/Purley-FPGA/Silver/2017%20WW14/5825_Silver.html ]
